Model,GM,Top plan geometry side count (X1),Bottom plan geometry side count (X2),Top and Bottom plan orientation (X3),Number of stories (X4),Floor height (X5),Vertical transformation method (X6),Tapering (X7),Twisting Angle (X8),Curvilinear; location of control floor (X9),Curvilinear; scale of control floor (X10),TotalGrossArea,AspectRatio,TotalFacadeArea,DiagridAngleBottom,DiagridAngleTop,DiagridAngleAvg,TotalMass, Mean Squared Error, Scale Factor, 5-75% Duration (sec), 5-95% Duration (sec), Arias Intensity (m/sec), Magnitude, Mechanism, Rjb (km), Rrup (km), Vs30 (m/sec), Lowest Useable Frequency (Hz), Initial-search Scale Factor,Overall_Max_Acc,Acc_X,Acc_Y,Acc_Time,Acc_Floor,Max_Displacement,Displacement_X,Displacement_Y,Disp_Time,Disp_Story,Overall_Max_Drift,Drift_X,Drift_Y,Drift_Time,Drift_Floor,Max_Stress_Tension_diagrid,Stress_Tens_Time_diagrid,Stress_Tens_Story_diagrid,Max_Stress_Compression_diagrid,Stress_Comp_Time_diagrid,Stress_Comp_Story_diagrid,Max_Shear_diagrid,Shear_Time_diagrid,Shear_Story_diagrid,Max_Von_Mises_diagrid,VM_Time_diagrid,VM_Story_diagrid,Total_Max_Stress_Tension_tot,Total_Stress_Tens_Time_tot,Total_Stress_Tens_Story_tot,Total_Max_Stress_Compression_tot,Total_Stress_Comp_Time_tot,Total_Stress_Comp_Story_tot,Total_Max_Shear_tot,Total_Shear_Time_tot,Total_Shear_Story_tot,Total_Max_Von_Mises_tot,Total_VM_Time_tot,Total_VM_Story_tot,Overall_Max_Torsion,Torsion_Time,Torsion_Floor,Diagrid_Max_Magnitude_R,Diagrid_Ry_Value,Diagrid_Rz_Value,Diagrid_Max_Time_R,Diagrid_Max_Magnitude_M,Diagrid_My_Value,Diagrid_Mz_Value,Diagrid_Max_Time_M,Core_Max_Magnitude_R,Core_Ry_Value,Core_Rz_Value,Core_Max_Time_R,Core_Max_Magnitude_M,Core_My_Value,Core_Mz_Value,Core_Max_Time_M,Total_Max_Magnitude_R,Total_Ry_Value,Total_Rz_Value,Total_Diagrid_R_Contrib_Value,Total_Core_R_Contrib_Value,Total_Max_Time_R,Total_Max_Magnitude_M,Total_My_Value,Total_Mz_Value,Total_Diagrid_M_Contrib_Value,Total_Core_M_Contrib_Value,Total_Max_Time_M,Cost of structure,Cost of floor,Cost of Land,Total costs,Total costs/TGA,selleble price,EC Steel1,EC Steel2,EC Steel3,EC floor1,EC floor2,"EC total steel1, floor1","EC total steel2, floor1","EC total steel3, floor1","EC total steel1, floor2","EC total steel2, floor2","EC total steel3, floor2","EC GIA (Steel1, floor 1)","EC GIA (Steel2, floor 1)","EC GIA (Steel3, floor 1)","EC GIA (Steel1, floor 2)","EC GIA (Steel2, floor 2)","EC GIA (Steel3, floor 2)"
966,3,5,10,1,44,4,2,,,0.75,1.15,65041.32387,3.873446,24870.91283,73.173596,66.317922,69.745759,21900000,0.2005,0.2305,5.4,15.4,0.9,6.6, Normal Oblique,10.27,10.27,361.4,0.25,0.258,1.6778,-1.2401,1.13,4.47,44,0.051575,-0.050719,0.0093538,12,44,0.0017696,-0.0015514,-0.0008513,8.6,41,121270000,7.7,2,-114810000,12.03,22,6650200,11.91,0,121430000,7.7,2,121270000,7.7,2,-118250000,11.91,0,6650200,11.91,0,121430000,7.7,2,0.00020441,8.63,39,948170000,13833000,948060000,8.76,45111000,44720000,5925400,12.07,557570000,-2734100,557560000,5.54,1637600000,1636800000,50121000,11.93,1505700000,16170000,1505600000,62.9711,37.0301,8.76,1681900000,1681000000,56734000,2.6506,97.3629,11.92,84096000,4878099.29,750000,88974099.29,1367.962612,6504132.387,34831950,8716200,1578990,5307398.548,3232175.88,40139348.55,14023598.55,6886388.548,38064125.88,11948375.88,4811165.88,617.1360938,215.6105951,105.8771276,585.2298756,183.704377,73.97090948
966,4,5,10,1,44,4,2,,,0.75,1.15,65041.32387,3.873446,24870.91283,73.173596,66.317922,69.745759,21900000,0.3823,0.3124,3.8,10.9,0.4,6.36, Reverse,24.83,26.38,381.27,0.2875,0.3497,1.4862,-1.0765,1.0246,8.84,44,0.06391,-0.052398,-0.036591,8.5,44,0.0023415,-0.0020313,-0.0011646,6.47,41,125460000,8.63,2,-116850000,8.65,3,6737900,8.41,0,125470000,8.63,2,125460000,8.63,2,-118210000,9.39,0,6737900,8.41,0,125470000,8.63,2,0.00020445,6.49,39,948180000,-14732000,948070000,9.38,53821000,53494000,5922900,8.38,557570000,3190700,557560000,8.68,1626600000,1626400000,24056000,8.29,1505700000,-17667000,1505600000,62.9714,37.0299,9.38,1677400000,1677200000,27550000,3.1182,96.8969,8.33,84096000,4878099.29,750000,88974099.29,1367.962612,6504132.387,34831950,8716200,1578990,5307398.548,3232175.88,40139348.55,14023598.55,6886388.548,38064125.88,11948375.88,4811165.88,617.1360938,215.6105951,105.8771276,585.2298756,183.704377,73.97090948
966,5,5,10,1,44,4,2,,,0.75,1.15,65041.32387,3.873446,24870.91283,73.173596,66.317922,69.745759,21900000,0.3757,2.3281,4.4,11.6,0,6.1, Normal,26.75,29.2,454.56,0.75,2.6062,2.4604,-2.3967,0.55619,8.2,44,0.038755,-0.024929,-0.029673,7.56,44,0.0019292,-0.0019253,-0.0001223,8.56,41,117060000,8.55,22,-113330000,7.93,22,6099000,7.8,0,117070000,8.55,22,117060000,8.55,22,-114480000,8.06,0,6099000,7.8,0,117070000,8.55,22,0.00020444,8.59,39,948150000,12916000,948060000,7.35,35619000,35122000,5926300,7.77,557570000,2869900,557560000,7.34,1606800000,1606500000,28881000,7.79,1505700000,15785000,1505600000,62.9704,37.0304,7.35,1641000000,1640700000,27767000,2.1706,97.8544,7.77,84096000,4878099.29,750000,88974099.29,1367.962612,6504132.387,34831950,8716200,1578990,5307398.548,3232175.88,40139348.55,14023598.55,6886388.548,38064125.88,11948375.88,4811165.88,617.1360938,215.6105951,105.8771276,585.2298756,183.704377,73.97090948
966,6,5,10,1,44,4,2,,,0.75,1.15,65041.32387,3.873446,24870.91283,73.173596,66.317922,69.745759,21900000,0.1168,0.5106,6,11,0.5,6.69, Reverse,17.81,18.5,411.55,0.375,0.5716,2.0083,-2.0069,0.075058,5.28,44,0.038724,0.01695,0.034818,10.67,44,0.0018304,-0.0013611,0.0012239,4.68,41,118260000,4.65,22,-114600000,4.65,22,6141800,11.33,0,118260000,4.65,22,118260000,4.65,22,-114600000,4.65,22,6141800,11.33,0,118260000,4.65,22,0.00020441,5.62,39,948160000,-13126000,948060000,10.46,30413000,-29828000,5936200,5.09,557570000,2377600,557560000,4.12,1595000000,1594600000,36437000,4.87,1505700000,-15260000,1505600000,62.9708,37.0303,10.45,1619500000,1618900000,43883000,1.5519,98.483,4.88,84096000,4878099.29,750000,88974099.29,1367.962612,6504132.387,34831950,8716200,1578990,5307398.548,3232175.88,40139348.55,14023598.55,6886388.548,38064125.88,11948375.88,4811165.88,617.1360938,215.6105951,105.8771276,585.2298756,183.704377,73.97090948
966,7,5,10,1,44,4,2,,,0.75,1.15,65041.32387,3.873446,24870.91283,73.173596,66.317922,69.745759,21900000,0.0933,0.9772,4.7,13.8,0.1,5.61, Reverse,23.67,25.69,365.22,0.2,1.094,1.9334,1.7165,0.88973,7.5,44,0.042817,-0.030111,-0.03044,7.54,44,0.001675,-0.001641,-0.000336,7.46,41,118570000,7.37,22,-114480000,7.37,22,6194500,7.48,0,118570000,7.37,22,118570000,7.37,22,-114480000,7.37,22,6194500,7.48,0,118570000,7.37,22,0.00020441,7.48,39,948130000,-11294000,948070000,8.34,34255000,-33736000,5936300,8.06,557570000,2289500,557560000,12.28,1608800000,1608000000,50432000,13.06,1505700000,-13066000,1505600000,62.9702,37.0307,8.34,1625400000,1625400000,11061000,1.7171,98.3203,7.21,84096000,4878099.29,750000,88974099.29,1367.962612,6504132.387,34831950,8716200,1578990,5307398.548,3232175.88,40139348.55,14023598.55,6886388.548,38064125.88,11948375.88,4811165.88,617.1360938,215.6105951,105.8771276,585.2298756,183.704377,73.97090948
967,1,3,5,0,56,3.5,1,,45,,,87452.97228,3.845299,30591.7933,63.455063,112.666535,88.060799,32600000,0.6007,0.6821,14.7,29,0.1,6.19, strike slip,17.64,17.64,408.93,0.125,0.7636,0.911,0.64888,-0.63942,19.17,56,0.10382,-0.063038,0.082492,19.06,56,0.0019842,-0.001107,0.0016467,19.07,51,99734000,18.08,30,-103610000,19.89,31,7674500,18.92,0,103610000,19.89,31,102740000,18.37,0,-105780000,19.03,0,7674500,18.92,0,105830000,19.04,0,8.3162e-05,19.04,49,1040700000,-19517000,1040500000,18.88,53780000,53656000,-3654400,19.02,537570000,-1934300,537570000,19.09,6053900000,6053800000,40879000,11.23,1578200000,-21959000,1578000000,65.9405,34.0618,18.88,6083700000,6083400000,56009000,0.6472,99.3562,18.82,125184000,6558972.921,750000,131742972.9,1506.443629,8745297.228,51850300,12974800,2350460,7136198.197,4345904.586,58986498.2,20110998.2,9486658.197,56196204.59,17320704.59,6696364.586,674.4939212,229.9635755,108.477253,642.5877031,198.0573574,76.57103482
967,2,3,5,0,56,3.5,1,,45,,,87452.97228,3.845299,30591.7933,63.455063,112.666535,88.060799,32600000,0.2348,0.3388,10.6,16.8,1,6.61, Reverse,19.33,22.63,450.28,0.375,0.3792,2.2297,0.92854,2.0272,1.46,56,0.076958,-0.035066,-0.068505,1.46,56,0.0019098,-0.0010321,-0.0016069,1.51,49,95993000,1.5,30,-98156000,1.5,31,6879400,2.57,0,98171000,3.04,31,102360000,2.22,0,-104680000,2.19,0,6879400,2.57,0,104710000,2.19,0,8.3187e-05,3.53,49,1040800000,22878000,1040500000,1.22,45592000,45429000,-3850800,2.75,537550000,1983200,537540000,3.01,6047800000,6047700000,8282400,2.05,1578300000,25954000,1578000000,65.9447,34.0583,1.22,6061500000,6061500000,7247700,0.2406,99.7678,2.06,125184000,6558972.921,750000,131742972.9,1506.443629,8745297.228,51850300,12974800,2350460,7136198.197,4345904.586,58986498.2,20110998.2,9486658.197,56196204.59,17320704.59,6696364.586,674.4939212,229.9635755,108.477253,642.5877031,198.0573574,76.57103482
967,3,3,5,0,56,3.5,1,,45,,,87452.97228,3.845299,30591.7933,63.455063,112.666535,88.060799,32600000,0.2005,0.2305,5.4,15.4,0.9,6.6, Normal Oblique,10.27,10.27,361.4,0.25,0.258,1.3964,-1.1476,0.79557,4.51,56,0.079091,-0.064287,0.046073,12.16,56,0.0014317,-0.0006218,-0.0012896,9.01,49,98083000,7.81,30,-101170000,12.31,31,7571000,7.98,0,101230000,12.31,31,103880000,11.4,0,-108010000,8,0,7571000,7.98,0,108040000,8,0,8.3208e-05,7.94,49,1040700000,18778000,1040500000,8.76,48893000,48746000,-3789800,12.13,537550000,-571980,537550000,12.06,6091000000,6090800000,45918000,7.97,1578200000,21186000,1578000000,65.9421,34.0599,8.75,6099800000,6099600000,42412000,0.3562,99.6494,7.74,125184000,6558972.921,750000,131742972.9,1506.443629,8745297.228,51850300,12974800,2350460,7136198.197,4345904.586,58986498.2,20110998.2,9486658.197,56196204.59,17320704.59,6696364.586,674.4939212,229.9635755,108.477253,642.5877031,198.0573574,76.57103482
967,4,3,5,0,56,3.5,1,,45,,,87452.97228,3.845299,30591.7933,63.455063,112.666535,88.060799,32600000,0.3823,0.3124,3.8,10.9,0.4,6.36, Reverse,24.83,26.38,381.27,0.2875,0.3497,1.4716,1.3744,0.52593,8.53,56,0.098282,-0.069047,-0.069942,8.6,56,0.0022317,-0.0019471,-0.0010905,8.6,49,103050000,8.6,30,-107820000,8.61,31,7753700,7.64,0,107880000,8.61,31,104690000,7.66,0,-108790000,7.59,0,7753700,7.64,0,108830000,7.59,0,8.3236e-05,8.22,49,1040600000,-15359000,1040500000,7.57,54841000,54704000,-3869400,8.39,537550000,1579900,537550000,8.57,6091800000,6091500000,55151000,9.66,1578100000,-17775000,1578000000,65.9408,34.0604,7.57,6107200000,6107100000,38075000,0.3378,99.6681,7.95,125184000,6558972.921,750000,131742972.9,1506.443629,8745297.228,51850300,12974800,2350460,7136198.197,4345904.586,58986498.2,20110998.2,9486658.197,56196204.59,17320704.59,6696364.586,674.4939212,229.9635755,108.477253,642.5877031,198.0573574,76.57103482
967,5,3,5,0,56,3.5,1,,45,,,87452.97228,3.845299,30591.7933,63.455063,112.666535,88.060799,32600000,0.3757,2.3281,4.4,11.6,0,6.1, Normal,26.75,29.2,454.56,0.75,2.6062,2.0175,-1.9335,0.57625,8.2,56,0.055239,-0.027837,-0.047713,7.58,56,0.0012654,0.00099745,-0.00077874,8.3,49,99591000,8.57,30,-103450000,8.57,31,6908000,6.88,0,103510000,8.57,31,101730000,7.09,0,-106080000,8.26,0,6908000,6.88,0,106080000,8.26,0,8.3335e-05,8.01,49,1040700000,-18463000,1040500000,7.66,64051000,63940000,-3756100,8.25,537560000,791560,537560000,8.57,6031600000,6031500000,24218000,7.13,1578200000,-20900000,1578100000,65.9413,34.0607,7.66,6074000000,6074000000,1336800,0.7606,99.242,7.17,125184000,6558972.921,750000,131742972.9,1506.443629,8745297.228,51850300,12974800,2350460,7136198.197,4345904.586,58986498.2,20110998.2,9486658.197,56196204.59,17320704.59,6696364.586,674.4939212,229.9635755,108.477253,642.5877031,198.0573574,76.57103482
967,6,3,5,0,56,3.5,1,,45,,,87452.97228,3.845299,30591.7933,63.455063,112.666535,88.060799,32600000,0.1168,0.5106,6,11,0.5,6.69, Reverse,17.81,18.5,411.55,0.375,0.5716,1.7768,-1.2278,1.2843,4.33,56,0.055552,0.044467,0.033297,10.71,56,0.0012396,-0.0007924,0.0009532,4.69,53,96969000,4.68,30,-100200000,4.68,31,6782900,5.1,0,100260000,4.68,31,101750000,10.56,0,-105380000,4.37,0,6782900,5.1,0,105380000,4.37,0,8.3354e-05,4.69,49,1040600000,13469000,1040500000,4.13,49934000,49784000,-3860000,5.32,537560000,1098100,537550000,4.65,6041200000,6041200000,10674000,10.64,1578100000,15043000,1578100000,65.9399,34.0612,4.13,6056600000,6056600000,-3970800,0.2857,99.7213,10.67,125184000,6558972.921,750000,131742972.9,1506.443629,8745297.228,51850300,12974800,2350460,7136198.197,4345904.586,58986498.2,20110998.2,9486658.197,56196204.59,17320704.59,6696364.586,674.4939212,229.9635755,108.477253,642.5877031,198.0573574,76.57103482
967,7,3,5,0,56,3.5,1,,45,,,87452.97228,3.845299,30591.7933,63.455063,112.666535,88.060799,32600000,0.0933,0.9772,4.7,13.8,0.1,5.61, Reverse,23.67,25.69,365.22,0.2,1.094,1.7168,1.6036,0.61312,7.5,56,0.062865,-0.031597,-0.054347,7.62,56,0.0012936,-0.0006792,-0.001101,7.66,49,97931000,7.41,30,-101690000,7.41,31,7049200,8.39,0,101750000,7.41,31,102030000,8.35,0,-105710000,8.36,0,7049200,8.39,0,105730000,8.36,0,8.3202e-05,7.4,49,1040600000,11901000,1040500000,14.27,47262000,47104000,-3857000,9.18,537550000,1317200,537550000,7.39,6042900000,6042800000,23510000,8.46,1578100000,11042000,1578100000,65.9383,34.0622,7.42,6063100000,6063000000,30656000,0.3907,99.6145,8.51,125184000,6558972.921,750000,131742972.9,1506.443629,8745297.228,51850300,12974800,2350460,7136198.197,4345904.586,58986498.2,20110998.2,9486658.197,56196204.59,17320704.59,6696364.586,674.4939212,229.9635755,108.477253,642.5877031,198.0573574,76.57103482
968,1,8,5,0,56,4,0,0.6,,,,66936.22305,5.264166,28359.42657,68.161212,74.501626,71.331419,18200000,0.6007,0.6821,14.7,29,0.1,6.19, strike slip,17.64,17.64,408.93,0.125,0.7636,0.79934,0.53094,-0.59754,19.3,56,0.064996,0.0024046,-0.064951,14.96,56,0.0018447,-0.00017668,-0.0018362,14.96,42,93581000,13.84,41,-89672000,13.84,40,3969100,19.37,55,93582000,13.84,41,112090000,10.92,0,-113270000,11.59,0,3969100,19.37,55,113270000,11.59,0,9.4842e-05,13.81,45,656190000,-6908800,656160000,19,9766800,9766700,-27715,9.76,402140000,-42317,402140000,11.02,4679900000,4679800000,24773000,13.83,1058300000,-7916000,1058300000,62.0033,37.9975,19,4684100000,4684100000,24871000,0.0916,99.9084,13.84,69888000,5020216.729,750000,74908216.73,1119.098349,6693622.305,28947100,7243600,1312220,5462023.094,3326341.36,34409123.09,12705623.09,6774243.094,32273441.36,10569941.36,4638561.36,514.0583308,189.8168513,101.2044419,482.1521127,157.9106331,69.29822371
968,2,8,5,0,56,4,0,0.6,,,,66936.22305,5.264166,28359.42657,68.161212,74.501626,71.331419,18200000,0.2348,0.3388,10.6,16.8,1,6.61, Reverse,19.33,22.63,450.28,0.375,0.3792,1.8977,-0.65164,-1.7823,1.93,56,0.052761,-0.025609,-0.046129,1.55,56,0.0024981,-0.0011086,-0.0022386,1.62,49,98783000,1.62,33,-94886000,1.62,32,3928900,3.16,55,98783000,1.62,33,112330000,2.59,0,-115120000,2.05,0,3928900,3.16,55,115120000,2.05,0,9.488e-05,4.31,45,656300000,13714000,656160000,1.23,11153000,11153000,-41672,1.36,402140000,2230100,402130000,1.22,4664300000,4664300000,20180000,2.61,1058400000,15920000,1058300000,62.0082,37.9946,1.23,4668100000,4668000000,34836000,0.1169,99.8831,2.36,69888000,5020216.729,750000,74908216.73,1119.098349,6693622.305,28947100,7243600,1312220,5462023.094,3326341.36,34409123.09,12705623.09,6774243.094,32273441.36,10569941.36,4638561.36,514.0583308,189.8168513,101.2044419,482.1521127,157.9106331,69.29822371
968,3,8,5,0,56,4,0,0.6,,,,66936.22305,5.264166,28359.42657,68.161212,74.501626,71.331419,18200000,0.2005,0.2305,5.4,15.4,0.9,6.6, Normal Oblique,10.27,10.27,361.4,0.25,0.258,1.2326,-0.73988,0.98581,4.52,56,0.078594,0.036464,-0.069624,11.36,56,0.0024052,0.001286,-0.0020325,11.39,53,97683000,11.39,32,-92637000,7.34,32,4002300,4.34,55,97695000,11.39,32,112230000,11.27,0,-115490000,8.08,0,4002300,4.34,55,115510000,8.08,0,9.4877e-05,10.28,45,656270000,11930000,656160000,6.92,12784000,12784000,-25581,4.57,402140000,-1447600,402140000,8.06,4725800000,4725700000,30550000,8.14,1058400000,13770000,1058300000,62.0067,37.9955,6.91,4727600000,4727500000,33963000,0.0437,99.9563,8.12,69888000,5020216.729,750000,74908216.73,1119.098349,6693622.305,28947100,7243600,1312220,5462023.094,3326341.36,34409123.09,12705623.09,6774243.094,32273441.36,10569941.36,4638561.36,514.0583308,189.8168513,101.2044419,482.1521127,157.9106331,69.29822371
968,4,8,5,0,56,4,0,0.6,,,,66936.22305,5.264166,28359.42657,68.161212,74.501626,71.331419,18200000,0.3823,0.3124,3.8,10.9,0.4,6.36, Reverse,24.83,26.38,381.27,0.2875,0.3497,1.7838,-0.85733,-1.5643,8.04,56,0.094423,0.066764,0.06677,8,56,0.003076,0.0022988,0.0020439,8.01,53,101190000,8.07,41,-98240000,8.11,40,4006400,6.61,55,101190000,8.07,41,113970000,7.66,0,-117140000,7.59,0,4006400,6.61,55,117160000,7.6,0,9.4898e-05,8.25,45,656250000,-10893000,656160000,7.58,15103000,15103000,-64598,9.1,402140000,-1737500,402140000,7.58,4739300000,4739200000,31636000,7.93,1058400000,-12631000,1058300000,62.0055,37.9963,7.58,4745500000,4745400000,29758000,0.1313,99.8687,7.94,69888000,5020216.729,750000,74908216.73,1119.098349,6693622.305,28947100,7243600,1312220,5462023.094,3326341.36,34409123.09,12705623.09,6774243.094,32273441.36,10569941.36,4638561.36,514.0583308,189.8168513,101.2044419,482.1521127,157.9106331,69.29822371
968,5,8,5,0,56,4,0,0.6,,,,66936.22305,5.264166,28359.42657,68.161212,74.501626,71.331419,18200000,0.3757,2.3281,4.4,11.6,0,6.1, Normal,26.75,29.2,454.56,0.75,2.6062,2.0008,1.4356,1.3936,7.79,56,0.033499,-0.026481,-0.020518,8.63,56,0.0019121,-0.0018613,-0.0004377,8.68,49,98384000,8.14,41,-95083000,8.67,40,4103600,8.71,55,98384000,8.14,41,112380000,8.12,0,-117600000,8.23,0,4103600,8.71,55,117640000,8.23,0,9.4926e-05,8.08,45,656270000,-12298000,656160000,7.67,18602000,18602000,-38755,8.24,402140000,1931800,402140000,8.09,4654800000,4654700000,22585000,7.12,1058400000,-14300000,1058300000,62.0067,37.9955,7.67,4662100000,4662000000,19485000,0.175,99.825,7.14,69888000,5020216.729,750000,74908216.73,1119.098349,6693622.305,28947100,7243600,1312220,5462023.094,3326341.36,34409123.09,12705623.09,6774243.094,32273441.36,10569941.36,4638561.36,514.0583308,189.8168513,101.2044419,482.1521127,157.9106331,69.29822371
968,6,8,5,0,56,4,0,0.6,,,,66936.22305,5.264166,28359.42657,68.161212,74.501626,71.331419,18200000,0.1168,0.5106,6,11,0.5,6.69, Reverse,17.81,18.5,411.55,0.375,0.5716,1.637,1.2561,-1.0498,4.79,56,0.027113,0.018452,0.019866,10.78,56,0.0015341,-0.001009,0.0011556,4.81,49,93222000,10.84,41,-89138000,10.84,41,4036800,4.8,55,93222000,10.84,41,111850000,4.13,0,-115230000,4.44,0,4036800,4.8,55,115230000,4.44,0,9.4895e-05,4.8,45,656220000,-9136100,656160000,4.46,14380000,14380000,-29483,5.32,402140000,1312600,402140000,4.12,4646100000,4646100000,7271500,10.63,1058300000,-10632000,1058300000,62.0046,37.9967,4.46,4653700000,4653700000,3952600,0.1777,99.8223,10.65,69888000,5020216.729,750000,74908216.73,1119.098349,6693622.305,28947100,7243600,1312220,5462023.094,3326341.36,34409123.09,12705623.09,6774243.094,32273441.36,10569941.36,4638561.36,514.0583308,189.8168513,101.2044419,482.1521127,157.9106331,69.29822371
968,7,8,5,0,56,4,0,0.6,,,,66936.22305,5.264166,28359.42657,68.161212,74.501626,71.331419,18200000,0.0933,0.9772,4.7,13.8,0.1,5.61, Reverse,23.67,25.69,365.22,0.2,1.094,1.9685,1.9683,0.02812,7.5,56,0.039844,-0.025651,-0.030489,7.7,56,0.0016311,-0.0006706,-0.0014869,7.74,49,93825000,7.69,33,-89924000,7.69,32,4015900,7.54,55,93825000,7.69,33,111190000,8.41,0,-115020000,8.54,0,4015900,7.54,55,115020000,8.54,0,9.4848e-05,8.92,45,656220000,8741000,656160000,7.28,13506000,13506000,-42188,7.19,402140000,-1103500,402140000,8.55,4660200000,4660200000,13749000,8.72,1058300000,10260000,1058300000,62.0043,37.9968,7.28,4665800000,4665700000,29378000,0.1886,99.8114,8.51,69888000,5020216.729,750000,74908216.73,1119.098349,6693622.305,28947100,7243600,1312220,5462023.094,3326341.36,34409123.09,12705623.09,6774243.094,32273441.36,10569941.36,4638561.36,514.0583308,189.8168513,101.2044419,482.1521127,157.9106331,69.29822371
969,1,5,8,1,56,4,2,,,0.25,1.15,84911.50053,4.929841,31709.82815,55.939268,85.817853,70.878561,37800000,0.6007,0.6821,14.7,29,0.1,6.19, strike slip,17.64,17.64,408.93,0.125,0.7636,0.74579,0.47011,-0.57896,19.24,56,0.064321,-0.0073732,-0.063897,14.97,55,0.0016939,0.00024386,0.0016763,13.86,53,144590000,14.96,0,-109310000,14.96,0,13832000,14,0,145610000,14.96,0,144590000,14.96,0,-146700000,11.21,0,13832000,14,0,147170000,11.21,0,0.00019861,14.87,55,1287500000,-13749000,1287400000,14.03,84330000,-71395000,-44880000,10.84,717570000,2897700,717560000,17.7,7917300000,7917000000,-68210000,13.93,2005100000,-16680000,2005000000,64.2126,35.7879,14.03,7959300000,7958400000,-113040000,0.7737,99.4634,13.96,145152000,6368362.54,750000,151520362.5,1784.450417,8491150.053,60120900,15044400,2725380,6928813.066,4219608.207,67049713.07,21973213.07,9654193.066,64340508.21,19264008.21,6944988.207,789.6423058,258.7778208,113.69712,757.7360876,226.8716026,81.79090186
969,2,5,8,1,56,4,2,,,0.25,1.15,84911.50053,4.929841,31709.82815,55.939268,85.817853,70.878561,37800000,0.2348,0.3388,10.6,16.8,1,6.61, Reverse,19.33,22.63,450.28,0.375,0.3792,1.7418,0.69199,1.5984,1.47,56,0.056399,-0.03068,-0.047324,1.52,55,0.0021339,-0.0009047,-0.0019326,1.58,49,137900000,1.25,0,-107640000,1.65,48,13577000,1.26,0,138970000,1.25,0,137900000,1.25,0,-146020000,2.32,0,13577000,1.26,0,146520000,2.32,0,0.00019872,1.62,55,1287600000,22006000,1287400000,1.23,70970000,-54978000,-44879000,2.58,717570000,4387300,717560000,1.24,7801700000,7801400000,-67771000,2.34,2005200000,26402000,2005000000,64.2149,35.7864,1.23,7814600000,7813900000,-111090000,0.5966,99.8318,2.35,145152000,6368362.54,750000,151520362.5,1784.450417,8491150.053,60120900,15044400,2725380,6928813.066,4219608.207,67049713.07,21973213.07,9654193.066,64340508.21,19264008.21,6944988.207,789.6423058,258.7778208,113.69712,757.7360876,226.8716026,81.79090186
969,3,5,8,1,56,4,2,,,0.25,1.15,84911.50053,4.929841,31709.82815,55.939268,85.817853,70.878561,37800000,0.2005,0.2305,5.4,15.4,0.9,6.6, Normal Oblique,10.27,10.27,361.4,0.25,0.258,1.3504,-0.94309,0.9665,4.51,56,0.076927,-0.039623,0.065937,12.37,55,0.0020757,0.0010913,-0.0017657,11.37,49,147360000,11.33,0,-111590000,11.32,0,14208000,8.09,0,148400000,11.32,0,147360000,11.33,0,-150170000,8.09,0,14208000,8.09,0,150720000,8.09,0,0.00019866,7.29,55,1287600000,19233000,1287400000,6.91,102800000,-92490000,-44881000,11.45,717580000,-4841400,717560000,8.06,7945100000,7944600000,-83594000,8.12,2005100000,23825000,2005000000,64.2138,35.7871,6.91,8022500000,8021900000,-99801000,1.1564,98.9822,12.44,145152000,6368362.54,750000,151520362.5,1784.450417,8491150.053,60120900,15044400,2725380,6928813.066,4219608.207,67049713.07,21973213.07,9654193.066,64340508.21,19264008.21,6944988.207,789.6423058,258.7778208,113.69712,757.7360876,226.8716026,81.79090186
969,4,5,8,1,56,4,2,,,0.25,1.15,84911.50053,4.929841,31709.82815,55.939268,85.817853,70.878561,37800000,0.3823,0.3124,3.8,10.9,0.4,6.36, Reverse,24.83,26.38,381.27,0.2875,0.3497,1.5749,-0.80272,-1.355,8.04,56,0.089386,0.060047,0.066213,8,55,0.0027947,0.0020394,0.0019108,8.01,53,149540000,7.89,0,-117140000,7.97,19,14519000,7.9,0,150720000,7.89,0,149540000,7.89,0,-154650000,7.87,0,14519000,7.9,0,155240000,7.87,0,0.00019866,6.62,55,1287500000,-12852000,1287400000,7.57,84358000,-71420000,-44893000,7.47,717580000,-5799000,717550000,7.89,7916600000,7916200000,-74856000,8.03,2005100000,-17690000,2005000000,64.2117,35.7883,7.89,7930900000,7930000000,-116960000,0.5932,99.8147,8.04,145152000,6368362.54,750000,151520362.5,1784.450417,8491150.053,60120900,15044400,2725380,6928813.066,4219608.207,67049713.07,21973213.07,9654193.066,64340508.21,19264008.21,6944988.207,789.6423058,258.7778208,113.69712,757.7360876,226.8716026,81.79090186
