Model,GM,Top plan geometry side count (X1),Bottom plan geometry side count (X2),Top and Bottom plan orientation (X3),Number of stories (X4),Floor height (X5),Vertical transformation method (X6),Tapering (X7),Twisting Angle (X8),Curvilinear; location of control floor (X9),Curvilinear; scale of control floor (X10),TotalGrossArea,AspectRatio,TotalFacadeArea,DiagridAngleBottom,DiagridAngleTop,DiagridAngleAvg,TotalMass, Mean Squared Error, Scale Factor, 5-75% Duration (sec), 5-95% Duration (sec), Arias Intensity (m/sec), Magnitude, Mechanism, Rjb (km), Rrup (km), Vs30 (m/sec), Lowest Useable Frequency (Hz), Initial-search Scale Factor,Overall_Max_Acc,Acc_X,Acc_Y,Acc_Time,Acc_Floor,Max_Displacement,Displacement_X,Displacement_Y,Disp_Time,Disp_Story,Overall_Max_Drift,Drift_X,Drift_Y,Drift_Time,Drift_Floor,Max_Stress_Tension_diagrid,Stress_Tens_Time_diagrid,Stress_Tens_Story_diagrid,Max_Stress_Compression_diagrid,Stress_Comp_Time_diagrid,Stress_Comp_Story_diagrid,Max_Shear_diagrid,Shear_Time_diagrid,Shear_Story_diagrid,Max_Von_Mises_diagrid,VM_Time_diagrid,VM_Story_diagrid,Total_Max_Stress_Tension_tot,Total_Stress_Tens_Time_tot,Total_Stress_Tens_Story_tot,Total_Max_Stress_Compression_tot,Total_Stress_Comp_Time_tot,Total_Stress_Comp_Story_tot,Total_Max_Shear_tot,Total_Shear_Time_tot,Total_Shear_Story_tot,Total_Max_Von_Mises_tot,Total_VM_Time_tot,Total_VM_Story_tot,Overall_Max_Torsion,Torsion_Time,Torsion_Floor,Diagrid_Max_Magnitude_R,Diagrid_Ry_Value,Diagrid_Rz_Value,Diagrid_Max_Time_R,Diagrid_Max_Magnitude_M,Diagrid_My_Value,Diagrid_Mz_Value,Diagrid_Max_Time_M,Core_Max_Magnitude_R,Core_Ry_Value,Core_Rz_Value,Core_Max_Time_R,Core_Max_Magnitude_M,Core_My_Value,Core_Mz_Value,Core_Max_Time_M,Total_Max_Magnitude_R,Total_Ry_Value,Total_Rz_Value,Total_Diagrid_R_Contrib_Value,Total_Core_R_Contrib_Value,Total_Max_Time_R,Total_Max_Magnitude_M,Total_My_Value,Total_Mz_Value,Total_Diagrid_M_Contrib_Value,Total_Core_M_Contrib_Value,Total_Max_Time_M,Cost of structure,Cost of floor,Cost of Land,Total costs,Total costs/TGA,selleble price,EC Steel1,EC Steel2,EC Steel3,EC floor1,EC floor2,"EC total steel1, floor1","EC total steel2, floor1","EC total steel3, floor1","EC total steel1, floor2","EC total steel2, floor2","EC total steel3, floor2","EC GIA (Steel1, floor 1)","EC GIA (Steel2, floor 1)","EC GIA (Steel3, floor 1)","EC GIA (Steel1, floor 2)","EC GIA (Steel2, floor 2)","EC GIA (Steel3, floor 2)"
246,1,7,3,1,44,4,2,,,0.75,0.85,63361.52995,3.954419,26385.46556,57.641049,71.447407,64.544228,17300000,0.6007,0.6821,14.7,29,0.1,6.19, strike slip,17.64,17.64,408.93,0.125,0.7636,0.90903,0.6032,-0.68006,19.17,44,0.07432,-0.039372,0.063034,19.1,44,0.0027388,-0.0016166,0.0022108,19.11,33,108310000,19.21,35,-105370000,18.09,34,5355800,19.05,31,108310000,19.21,35,113530000,18.3,0,-116840000,18.37,0,5355800,19.05,31,116890000,18.37,0,0.00013986,19.13,41,523060000,7082100,523010000,19.99,3498700,-3086500,1647600,18.08,276850000,-427050,276850000,19.16,3120800000,3120700000,19902000,11.23,799830000,-10090000,799770000,65.3905,34.6122,18.91,3121500000,3121500000,21548000,0.058,99.9756,11.23,66432000,4752114.746,750000,71184114.75,1123.459531,6336152.995,27515650,6885400,1247330,5170326.679,3148699.883,32685976.68,12055726.68,6417656.679,30664349.88,10034099.88,4396029.883,515.8647006,190.2688696,101.2863276,483.9584825,158.3626515,69.38010945
246,2,7,3,1,44,4,2,,,0.75,0.85,63361.52995,3.954419,26385.46556,57.641049,71.447407,64.544228,17300000,0.2348,0.3388,10.6,16.8,1,6.61, Reverse,19.33,22.63,450.28,0.375,0.3792,1.8967,0.76126,1.7373,1.47,44,0.050587,-0.024513,-0.044251,1.48,44,0.0028063,-0.0010875,-0.002587,1.54,41,105000000,4.23,35,-105560000,1.53,34,5107300,2.05,31,105570000,1.53,34,112690000,1.3,0,-117660000,1.24,0,5107300,2.05,31,117670000,1.24,0,0.0001399,12.43,41,523160000,13601000,522990000,1.22,5458000,-5203600,1646800,2.56,276830000,-969790,276830000,1.57,3115500000,3115300000,32501000,2.22,799900000,14810000,799760000,65.4035,34.6018,1.22,3116600000,3116400000,34144000,0.0626,99.9657,2.22,66432000,4752114.746,750000,71184114.75,1123.459531,6336152.995,27515650,6885400,1247330,5170326.679,3148699.883,32685976.68,12055726.68,6417656.679,30664349.88,10034099.88,4396029.883,515.8647006,190.2688696,101.2863276,483.9584825,158.3626515,69.38010945
246,3,7,3,1,44,4,2,,,0.75,0.85,63361.52995,3.954419,26385.46556,57.641049,71.447407,64.544228,17300000,0.2005,0.2305,5.4,15.4,0.9,6.6, Normal Oblique,10.27,10.27,361.4,0.25,0.258,1.3699,-1.0301,0.90301,4.51,44,0.053097,-0.018007,-0.04995,8.94,44,0.0021218,-0.000447,-0.0020742,9.05,41,106050000,7.87,35,-105780000,7.89,34,5171900,7.96,31,106130000,7.87,35,113890000,8.85,0,-119590000,8,0,5171900,7.96,31,119660000,8,0,0.00013993,4.29,41,523080000,10142000,522980000,8.77,4455300,-4137400,1652800,4.2,276830000,-195070,276830000,12.31,3158900000,3158800000,25273000,8.02,799840000,10974000,799770000,65.3932,34.6096,4.18,3157800000,3157700000,26917000,0.0625,100.0342,8.02,66432000,4752114.746,750000,71184114.75,1123.459531,6336152.995,27515650,6885400,1247330,5170326.679,3148699.883,32685976.68,12055726.68,6417656.679,30664349.88,10034099.88,4396029.883,515.8647006,190.2688696,101.2863276,483.9584825,158.3626515,69.38010945
246,4,7,3,1,44,4,2,,,0.75,0.85,63361.52995,3.954419,26385.46556,57.641049,71.447407,64.544228,17300000,0.3823,0.3124,3.8,10.9,0.4,6.36, Reverse,24.83,26.38,381.27,0.2875,0.3497,1.3451,1.2073,0.59303,8.53,44,0.07691,-0.060385,-0.047633,8.6,44,0.0030921,-0.0023997,-0.00195,8.63,37,110290000,8.64,35,-108040000,7.95,34,5283500,8.6,31,110300000,8.64,35,114230000,8.73,0,-122130000,7.57,0,5283500,8.6,31,122200000,7.57,0,0.00013992,8.26,41,523060000,-9295300,522980000,7.57,4614600,-4311300,1645300,9.46,276830000,102240,276830000,8.56,3166200000,3166000000,28620000,9.61,799840000,-10573000,799770000,65.3961,34.6058,7.56,3164900000,3164800000,31209000,0.0616,100.0327,9.63,66432000,4752114.746,750000,71184114.75,1123.459531,6336152.995,27515650,6885400,1247330,5170326.679,3148699.883,32685976.68,12055726.68,6417656.679,30664349.88,10034099.88,4396029.883,515.8647006,190.2688696,101.2863276,483.9584825,158.3626515,69.38010945
246,5,7,3,1,44,4,2,,,0.75,0.85,63361.52995,3.954419,26385.46556,57.641049,71.447407,64.544228,17300000,0.3757,2.3281,4.4,11.6,0,6.1, Normal,26.75,29.2,454.56,0.75,2.6062,1.6856,-1.4514,-0.85714,7.15,44,0.032154,0.031753,0.0050663,7.19,44,0.0021458,0.0016214,-0.0014056,8.34,41,111770000,8.62,35,-107120000,8.62,35,5160100,8.31,31,111770000,8.62,35,112040000,8.1,0,-118390000,7.63,0,5160100,8.31,31,118460000,7.63,0,0.00014007,8.62,41,523080000,-11992000,522950000,7.66,6522100,-6310400,1647900,10.25,276840000,-121540,276840000,10.28,3111200000,3111200000,10362000,6.96,799890000,-13479000,799780000,65.3944,34.6091,7.66,3107400000,3107300000,18582000,0.0837,100.0645,7.04,66432000,4752114.746,750000,71184114.75,1123.459531,6336152.995,27515650,6885400,1247330,5170326.679,3148699.883,32685976.68,12055726.68,6417656.679,30664349.88,10034099.88,4396029.883,515.8647006,190.2688696,101.2863276,483.9584825,158.3626515,69.38010945
246,6,7,3,1,44,4,2,,,0.75,0.85,63361.52995,3.954419,26385.46556,57.641049,71.447407,64.544228,17300000,0.1168,0.5106,6,11,0.5,6.69, Reverse,17.81,18.5,411.55,0.375,0.5716,1.511,-0.93021,1.1907,4.19,25,0.031687,0.01671,0.026922,10.72,44,0.001623,-0.0011587,0.0011364,4.72,43,108470000,4.71,35,-104810000,10.8,34,5066900,10.76,31,108470000,4.71,35,111850000,4.17,0,-116000000,11.02,0,5066900,10.76,31,116050000,11.02,0,0.0001401,4.74,41,523050000,-9025500,522970000,4.45,5437800,-5181300,1650400,4.62,276830000,401300,276830000,4.66,3112800000,3112800000,18815000,10.6,799820000,8654200,799770000,65.3935,34.6085,4.13,3113200000,3113100000,19184000,0.0549,99.985,10.61,66432000,4752114.746,750000,71184114.75,1123.459531,6336152.995,27515650,6885400,1247330,5170326.679,3148699.883,32685976.68,12055726.68,6417656.679,30664349.88,10034099.88,4396029.883,515.8647006,190.2688696,101.2863276,483.9584825,158.3626515,69.38010945
246,7,7,3,1,44,4,2,,,0.75,0.85,63361.52995,3.954419,26385.46556,57.641049,71.447407,64.544228,17300000,0.0933,0.9772,4.7,13.8,0.1,5.61, Reverse,23.67,25.69,365.22,0.2,1.094,1.8345,1.7634,0.50575,7.5,44,0.038497,-0.026729,-0.027706,7.57,43,0.0018578,-0.0004663,-0.0017983,7.69,41,107840000,7.46,35,-103420000,7.46,35,4967100,8.82,31,107840000,7.46,35,111660000,12.19,0,-117330000,8.39,0,4967100,8.82,31,117390000,8.39,0,0.00013994,7.44,41,523030000,6789100,522980000,14.28,4860800,-4572400,1649200,8.05,276820000,440190,276820000,7.39,3120000000,3119900000,17295000,8.42,799810000,9724900,799750000,65.3935,34.6085,7.28,3118800000,3118800000,18049000,0.0566,100.0202,8.43,66432000,4752114.746,750000,71184114.75,1123.459531,6336152.995,27515650,6885400,1247330,5170326.679,3148699.883,32685976.68,12055726.68,6417656.679,30664349.88,10034099.88,4396029.883,515.8647006,190.2688696,101.2863276,483.9584825,158.3626515,69.38010945
247,1,5,6,1,56,4.5,2,,,0.75,1.15,85589.21528,5.546071,36086.51643,58.078041,72.014248,65.046144,39500000,0.6007,0.6821,14.7,29,0.1,6.19, strike slip,17.64,17.64,408.93,0.125,0.7636,0.73264,0.17172,-0.71224,19.31,56,0.087753,-0.0014424,0.087742,19.41,56,0.0026165,-0.0015409,-0.0021146,18.14,53,154980000,20.81,0,-114090000,20.84,0,14913000,20.8,0,154990000,20.81,0,154980000,20.81,0,-157680000,20.82,0,14913000,20.8,0,157710000,20.83,0,0.000252,19.47,49,1276900000,14794000,1276800000,20.91,88253000,-72234000,-50704000,21.2,748030000,4078300,748020000,17.85,8869000000,8868900000,44775000,19.27,2024900000,18914000,2024800000,63.0588,36.9416,20.89,8892500000,8892500000,-8478700,0.6767,99.6355,19.46,151680000,6419191.146,750000,158099191.1,1847.185894,8558921.528,62824750,15721000,2847950,6984114.866,4253286.692,69808864.87,22705114.87,9832064.866,67078036.69,19974286.69,7101236.692,815.6268829,265.2800916,114.8750439,783.7206647,233.3738734,82.96882579
247,2,5,6,1,56,4.5,2,,,0.75,1.15,85589.21528,5.546071,36086.51643,58.078041,72.014248,65.046144,39500000,0.2348,0.3388,10.6,16.8,1,6.61, Reverse,19.33,22.63,450.28,0.375,0.3792,1.5557,-1.5277,0.29399,2.62,23,0.059263,-0.036425,-0.046747,1.57,56,0.0029761,-0.0018514,-0.0023301,1.65,53,146470000,1.27,0,-111720000,2.11,44,14294000,1.26,0,146470000,1.27,0,146470000,1.27,0,-152900000,1.27,0,14294000,1.26,0,152930000,1.27,0,0.00025204,2.15,49,1276900000,20162000,1276800000,1.23,76108000,-56734000,-50731000,2.58,748010000,4126000,748000000,1.23,8782100000,8782100000,32917000,2.64,2024900000,24288000,2024800000,63.0608,36.9404,1.23,8789600000,8789600000,-34736000,0.6106,99.7985,2.71,151680000,6419191.146,750000,158099191.1,1847.185894,8558921.528,62824750,15721000,2847950,6984114.866,4253286.692,69808864.87,22705114.87,9832064.866,67078036.69,19974286.69,7101236.692,815.6268829,265.2800916,114.8750439,783.7206647,233.3738734,82.96882579
247,3,5,6,1,56,4.5,2,,,0.75,1.15,85589.21528,5.546071,36086.51643,58.078041,72.014248,65.046144,39500000,0.2005,0.2305,5.4,15.4,0.9,6.6, Normal Oblique,10.27,10.27,361.4,0.25,0.258,1.1344,0.82605,0.77752,7.36,56,0.091577,-0.054571,-0.073541,7.32,56,0.0030806,-0.0018222,-0.0024839,7.34,53,151330000,7.43,0,-113160000,4.7,44,14568000,7.43,0,151340000,7.43,0,151330000,7.43,0,-156000000,7.43,0,14568000,7.43,0,156020000,7.43,0,0.00025205,4.34,49,1276900000,15254000,1276800000,6.92,93449000,-78467000,-50751000,11.63,748030000,3343000,748020000,7.46,8872200000,8872100000,57090000,8.59,2024900000,19078000,2024800000,63.0591,36.9414,6.93,8881200000,8881200000,-2296800,0.6011,99.8122,8.44,151680000,6419191.146,750000,158099191.1,1847.185894,8558921.528,62824750,15721000,2847950,6984114.866,4253286.692,69808864.87,22705114.87,9832064.866,67078036.69,19974286.69,7101236.692,815.6268829,265.2800916,114.8750439,783.7206647,233.3738734,82.96882579
247,4,5,6,1,56,4.5,2,,,0.75,1.15,85589.21528,5.546071,36086.51643,58.078041,72.014248,65.046144,39500000,0.3823,0.3124,3.8,10.9,0.4,6.36, Reverse,24.83,26.38,381.27,0.2875,0.3497,1.6258,-0.87855,-1.368,8.04,56,0.092236,0.058612,0.071219,8.09,56,0.0028987,-0.0026919,-0.0010752,9.53,53,154520000,9.18,0,-117990000,8.19,44,14668000,9.17,0,155610000,9.18,0,154520000,9.18,0,-157370000,7.9,0,14668000,9.17,0,157910000,7.9,0,0.00025212,8.29,49,1276900000,-13647000,1276800000,7.58,87352000,-71109000,-50733000,7.48,748030000,3324900,748020000,9.43,8900400000,8900300000,42308000,8.02,2024800000,-15889000,2024800000,63.0592,36.9415,7.57,8910000000,8910000000,-8365400,0.5791,99.8918,8.02,151680000,6419191.146,750000,158099191.1,1847.185894,8558921.528,62824750,15721000,2847950,6984114.866,4253286.692,69808864.87,22705114.87,9832064.866,67078036.69,19974286.69,7101236.692,815.6268829,265.2800916,114.8750439,783.7206647,233.3738734,82.96882579
247,5,5,6,1,56,4.5,2,,,0.75,1.15,85589.21528,5.546071,36086.51643,58.078041,72.014248,65.046144,39500000,0.3757,2.3281,4.4,11.6,0,6.1, Normal,26.75,29.2,454.56,0.75,2.6062,1.8498,1.3361,1.2793,7.79,56,0.037838,-0.033818,-0.016973,8.66,56,0.0024867,-0.0024506,-0.00042228,8.7,53,142930000,10.01,0,-115530000,8.43,44,13837000,9.99,0,143970000,10.01,0,142930000,10.01,0,-151750000,7.68,0,13837000,9.99,0,152250000,7.68,0,0.00025218,8.14,49,1276900000,-18680000,1276800000,7.67,83856000,-66801000,-50689000,10.28,748020000,-903630,748020000,8.71,8743700000,8743700000,564580,9.76,2024900000,-21409000,2024800000,63.0608,36.9406,7.67,8774200000,8773800000,-89327000,0.8908,99.3168,9.93,151680000,6419191.146,750000,158099191.1,1847.185894,8558921.528,62824750,15721000,2847950,6984114.866,4253286.692,69808864.87,22705114.87,9832064.866,67078036.69,19974286.69,7101236.692,815.6268829,265.2800916,114.8750439,783.7206647,233.3738734,82.96882579
247,6,5,6,1,56,4.5,2,,,0.75,1.15,85589.21528,5.546071,36086.51643,58.078041,72.014248,65.046144,39500000,0.1168,0.5106,6,11,0.5,6.69, Reverse,17.81,18.5,411.55,0.375,0.5716,1.3836,-1.3782,-0.12186,5.27,41,0.037787,-0.036871,-0.008271,17.25,56,0.001794,-0.0015197,0.0009533,4.82,53,139710000,17.13,0,-111030000,4.51,44,13756000,4.13,0,140740000,17.13,0,139710000,17.13,0,-149420000,18.23,0,13756000,4.13,0,149860000,18.22,0,0.00025208,4.84,49,1276900000,-14388000,1276800000,4.45,79601000,-61404000,-50655000,4.12,748010000,811490,748010000,4.76,8750700000,8750700000,3400600,18.25,2024800000,12006000,2024800000,63.0587,36.9417,4.16,8762800000,8762600000,-61310000,0.753,99.5148,5.31,151680000,6419191.146,750000,158099191.1,1847.185894,8558921.528,62824750,15721000,2847950,6984114.866,4253286.692,69808864.87,22705114.87,9832064.866,67078036.69,19974286.69,7101236.692,815.6268829,265.2800916,114.8750439,783.7206647,233.3738734,82.96882579
247,7,5,6,1,56,4.5,2,,,0.75,1.15,85589.21528,5.546071,36086.51643,58.078041,72.014248,65.046144,39500000,0.0933,0.9772,4.7,13.8,0.1,5.61, Reverse,23.67,25.69,365.22,0.2,1.094,1.7401,1.7394,0.04726,7.5,56,0.047666,-0.035756,-0.03152,7.73,56,0.0020592,-0.0014255,-0.001486,7.74,53,142290000,9.09,0,-107990000,8.96,44,13682000,7.46,0,143360000,9.08,0,142290000,9.09,0,-151070000,9.09,0,13682000,7.46,0,151540000,9.09,0,0.00025196,7.47,49,1276800000,10944000,1276800000,7.42,70730000,-49363000,-50656000,10.41,748020000,2642200,748020000,7.45,8771300000,8771300000,19089000,9.11,2024900000,13511000,2024800000,63.0585,36.9418,7.42,8789400000,8789200000,-50252000,0.6763,99.6441,16.1,151680000,6419191.146,750000,158099191.1,1847.185894,8558921.528,62824750,15721000,2847950,6984114.866,4253286.692,69808864.87,22705114.87,9832064.866,67078036.69,19974286.69,7101236.692,815.6268829,265.2800916,114.8750439,783.7206647,233.3738734,82.96882579
248,1,12,9,1,40,3.5,1,,30,,,59937.3064,3.240927,19429.62876,62.93405,72.348791,67.641421,13000000,0.6007,0.6821,14.7,29,0.1,6.19, strike slip,17.64,17.64,408.93,0.125,0.7636,0.88499,-0.73747,0.48923,6.33,40,0.05533,-0.0087613,0.054632,16.79,40,0.0016894,0.00011549,0.0016854,16.79,33,102470000,16.8,0,-103450000,17.51,3,3656100,16.89,0,103500000,17.51,3,108310000,16.73,0,-115890000,17.6,0,3656100,16.89,0,116020000,16.62,0,0.00013421,0.01,37,547210000,-11680000,547090000,16.67,5737000,5722100,-412850,20.17,472840000,3525200,472820000,17.48,5106500000,5106100000,69085000,16.64,1020000000,-14897000,1019900000,53.6472,46.3554,16.67,5106800000,5106400000,68583000,0.012,99.9912,16.65,49920000,4495297.98,750000,54415297.98,907.8702606,5993730.64,20676500,5174000,937300,4890908.642,2978535.869,25567408.64,10064908.64,5828208.642,23655035.87,8152535.869,3915835.869,426.5691967,167.92394,97.23841446,394.6629785,136.0177218,65.33219632
248,2,12,9,1,40,3.5,1,,30,,,59937.3064,3.240927,19429.62876,62.93405,72.348791,67.641421,13000000,0.2348,0.3388,10.6,16.8,1,6.61, Reverse,19.33,22.63,450.28,0.375,0.3792,2.4699,1.0748,2.2238,1.45,40,0.055499,-0.027175,-0.04839,1.42,40,0.0021469,-0.0009567,-0.0019219,1.45,33,103760000,1.9,0,-102370000,2.54,3,3489900,2.72,0,103760000,1.9,0,107230000,1.93,0,-115970000,2.55,0,3712100,1.22,0,115970000,2.55,0,0.00013421,0.01,37,547250000,13336000,547090000,1.22,7875600,7864800,-412850,2.72,472850000,4531200,472820000,1.22,5123800000,5123700000,31788000,1.95,1020100000,17867000,1019900000,53.6484,46.3543,1.22,5119800000,5119700000,35284000,0.0769,100.0765,1.94,49920000,4495297.98,750000,54415297.98,907.8702606,5993730.64,20676500,5174000,937300,4890908.642,2978535.869,25567408.64,10064908.64,5828208.642,23655035.87,8152535.869,3915835.869,426.5691967,167.92394,97.23841446,394.6629785,136.0177218,65.33219632
248,3,12,9,1,40,3.5,1,,30,,,59937.3064,3.240927,19429.62876,62.93405,72.348791,67.641421,13000000,0.2005,0.2305,5.4,15.4,0.9,6.6, Normal Oblique,10.27,10.27,361.4,0.25,0.258,1.677,-1.3201,1.0343,4.47,40,0.05142,0.049557,0.013715,7.64,39,0.0017082,0.001698,0.0001862,7.67,33,102690000,7.63,2,-102410000,7.64,3,3575000,8.11,0,102700000,7.63,2,106870000,7.57,0,-116370000,7.65,0,3575000,8.11,0,116480000,7.65,0,0.00013421,0.01,37,547190000,10740000,547090000,8.74,7105300,-7093300,-412850,7.44,472840000,3221800,472820000,8.73,5104500000,5104200000,58745000,7.67,1020000000,13951000,1019900000,53.646,46.356,8.74,5104400000,5104000000,58332000,0.0087,100.0032,7.67,49920000,4495297.98,750000,54415297.98,907.8702606,5993730.64,20676500,5174000,937300,4890908.642,2978535.869,25567408.64,10064908.64,5828208.642,23655035.87,8152535.869,3915835.869,426.5691967,167.92394,97.23841446,394.6629785,136.0177218,65.33219632
248,4,12,9,1,40,3.5,1,,30,,,59937.3064,3.240927,19429.62876,62.93405,72.348791,67.641421,13000000,0.3823,0.3124,3.8,10.9,0.4,6.36, Reverse,24.83,26.38,381.27,0.2875,0.3497,1.7701,-1.1643,1.3332,8.81,40,0.061622,-0.034621,0.050977,9.38,40,0.0022576,0.0015586,-0.0016332,8.83,33,108870000,8.62,2,-110630000,8.62,3,3749200,9.33,0,110680000,8.62,3,109560000,8.63,0,-121780000,8.62,0,3749200,9.33,0,121780000,8.62,0,0.00013421,0.01,37,547250000,-13209000,547090000,9.36,6146500,-6132600,-412850,8.63,472840000,3854400,472820000,8.61,5097500000,5097500000,17408000,6.99,1020100000,17012000,1019900000,53.6488,46.3544,8.63,5095700000,5095700000,16995000,0.0364,100.0356,6.99,49920000,4495297.98,750000,54415297.98,907.8702606,5993730.64,20676500,5174000,937300,4890908.642,2978535.869,25567408.64,10064908.64,5828208.642,23655035.87,8152535.869,3915835.869,426.5691967,167.92394,97.23841446,394.6629785,136.0177218,65.33219632
248,5,12,9,1,40,3.5,1,,30,,,59937.3064,3.240927,19429.62876,62.93405,72.348791,67.641421,13000000,0.3757,2.3281,4.4,11.6,0,6.1, Normal,26.75,29.2,454.56,0.75,2.6062,2.7578,-2.6584,0.73349,8.19,40,0.051648,0.051233,-0.0065378,8.2,40,0.0022764,0.0021356,-0.00078809,8.24,33,104640000,8.27,32,-102710000,8.5,3,3724300,7.71,0,104650000,8.27,32,106860000,7.78,0,-116840000,8.48,0,3724300,7.71,0,116850000,8.48,0,0.00013421,0.01,37,547190000,-10430000,547090000,7.66,7409200,7397600,-412850,7.76,472830000,2807600,472820000,7.35,5076300000,5076300000,1510600,8.12,1020000000,-12980000,1019900000,53.6461,46.3562,7.66,5075500000,5075500000,3615800,0.0086,100.0028,8.13,49920000,4495297.98,750000,54415297.98,907.8702606,5993730.64,20676500,5174000,937300,4890908.642,2978535.869,25567408.64,10064908.64,5828208.642,23655035.87,8152535.869,3915835.869,426.5691967,167.92394,97.23841446,394.6629785,136.0177218,65.33219632
248,6,12,9,1,40,3.5,1,,30,,,59937.3064,3.240927,19429.62876,62.93405,72.348791,67.641421,13000000,0.1168,0.5106,6,11,0.5,6.69, Reverse,17.81,18.5,411.55,0.375,0.5716,2.5031,-2.4388,0.5637,5.28,40,0.046676,-0.022249,-0.041033,11.06,40,0.0017213,0.0015322,-0.0007843,5.32,35,100810000,5.33,32,-97663000,11.12,3,3582500,5.82,0,100820000,5.33,32,106130000,10.41,0,-114750000,10.44,0,3582500,5.82,0,114880000,10.44,0,0.00013421,0.01,37,547220000,-12206000,547090000,10.39,8038200,-8027600,-412850,5.08,472840000,-3328300,472820000,10.39,5070000000,5069900000,34222000,10.53,1020000000,-15534000,1019900000,53.6478,46.3551,10.39,5067600000,5067500000,36508000,0.0461,100.0455,10.52,49920000,4495297.98,750000,54415297.98,907.8702606,5993730.64,20676500,5174000,937300,4890908.642,2978535.869,25567408.64,10064908.64,5828208.642,23655035.87,8152535.869,3915835.869,426.5691967,167.92394,97.23841446,394.6629785,136.0177218,65.33219632
248,7,12,9,1,40,3.5,1,,30,,,59937.3064,3.240927,19429.62876,62.93405,72.348791,67.641421,13000000,0.0933,0.9772,4.7,13.8,0.1,5.61, Reverse,23.67,25.69,365.22,0.2,1.094,1.8959,1.5111,1.1451,7.5,40,0.048234,-0.035804,0.03232,12.79,39,0.0015731,-0.00029309,-0.0015456,7.61,33,99657000,11.48,2,-100990000,7.39,23,3647600,11.43,0,101000000,7.39,23,106900000,12.7,0,-115070000,11.44,0,3647600,11.43,0,115180000,11.44,0,0.00013421,0.01,37,547150000,-8158600,547090000,8.34,6211100,6197400,-412850,11.47,472830000,2998800,472820000,8.8,5087500000,5087400000,28696000,8.14,1020000000,10758000,1019900000,53.6431,46.3577,8.8,5086600000,5086500000,30976000,0.0158,100.0137,8.15,49920000,4495297.98,750000,54415297.98,907.8702606,5993730.64,20676500,5174000,937300,4890908.642,2978535.869,25567408.64,10064908.64,5828208.642,23655035.87,8152535.869,3915835.869,426.5691967,167.92394,97.23841446,394.6629785,136.0177218,65.33219632
249,1,5,11,0,56,3.5,1,,45,,,84173.13323,4.313611,27748.99062,63.556095,101.736668,82.646381,24300000,0.6007,0.6821,14.7,29,0.1,6.19, strike slip,17.64,17.64,408.93,0.125,0.7636,0.98888,0.65155,-0.74388,19.23,56,0.097799,-0.056769,0.079636,19.15,56,0.0020624,-0.0011206,0.0017314,19.16,49,95722000,18.09,14,-96243000,19.18,15,5566800,19.06,0,96343000,19.18,15,110080000,18.34,0,-113480000,18.76,0,5566800,19.06,0,113520000,18.76,0,9.0593e-05,19.17,53,853000000,-14477000,852870000,19.04,21802000,21701000,-2100000,17.38,607990000,-2622600,607980000,19.08,4071400000,4071000000,60262000,19.13,1461000000,-17172000,1460900000,58.3862,41.6157,19.04,4091800000,4091400000,58763000,0.5041,99.4993,19.12,93312000,6312984.992,750000,99624984.99,1183.572254,8417313.323,38649150,9671400,1752030,6868561.993,4182915.642,45517711.99,16539961.99,8620591.993,42832065.64,13854315.64,5934945.642,540.7629519,196.4993028,102.4150066,508.8567337,164.5930846,70.50878843
249,2,5,11,0,56,3.5,1,,45,,,84173.13323,4.313611,27748.99062,63.556095,101.736668,82.646381,24300000,0.2348,0.3388,10.6,16.8,1,6.61, Reverse,19.33,22.63,450.28,0.375,0.3792,2.1244,0.90976,1.9198,1.47,56,0.063764,-0.031039,-0.0557,1.47,56,0.0018512,-0.0010723,-0.001509,1.53,53,90205000,1.5,14,-90632000,4.19,27,5104700,1.24,0,90632000,4.19,27,109690000,2.24,0,-114300000,2.23,0,5104700,1.24,0,114350000,2.23,0,9.0592e-05,3.09,53,853070000,17843000,852880000,1.22,24858000,-24769000,-2100100,2.57,607990000,3890500,607980000,1.22,4028400000,4028400000,17684000,27.69,1461000000,21733000,1460900000,58.3884,41.6141,1.22,4044200000,4044200000,185640,0.4307,99.5724,2.75,93312000,6312984.992,750000,99624984.99,1183.572254,8417313.323,38649150,9671400,1752030,6868561.993,4182915.642,45517711.99,16539961.99,8620591.993,42832065.64,13854315.64,5934945.642,540.7629519,196.4993028,102.4150066,508.8567337,164.5930846,70.50878843
